modified,"Work/
Munkanem","Work/
Munkanem","Position/
tétel",Description,Leírás," Quantity/
mennyiség ","Unit/
egység","Quantity modification from GC 
(if needed +/- )","Materila unit price/
anyag egység ár HUF","Unit worker fees/
munka díj    egység ár   HUF","Unit price sum/
összes egység ár   HUF","Sum/
Összesen
HUF",,,,,,,
,400,432,317,LVC ø250-ø250 - min 300 max 830 m³/h,LVC ø250-ø250 - min 300 max 830 m³/h, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1961
,400,432,318,WG-JZ 1600x1665 - motorized,WG-JZ 1600x1665 - motorized, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1962
,400,432,319,WG-JZ 1600x1500 - motorized,WG-JZ 1600x1500 - motorized, 8.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1963
,400,432,320,Metal mesh air filter 3200x3000,Metal mesh air filter 3200x3000, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1964
,400,432,321,DRU: DRU 100,DRU: DRU 100, 32.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1965
,400,432,322,DRU: DRU 125,DRU: DRU 125, 38.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1966
,400,432,323,DRU: DRU 150,DRU: DRU 150, 8.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1967
,400,432,324,DRU: DRU 160,DRU: DRU 160, 49.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1968
,400,432,325,DRU: DRU 200,DRU: DRU 200, 75.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1969
,400,432,326,DRU: DRU 250,DRU: DRU 250, 122.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1970
,400,432,327,DRU: DRU 300,DRU: DRU 300, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1971
,400,432,328,DRU: DRU 315,DRU: DRU 315, 21.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1972
,400,432,329,DRU: DRU 400,DRU: DRU 400, 14.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1973
,400,432,330,DRU: DRU 450,DRU: DRU 450, 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1974
,400,432,331,DRU: DRU 560,DRU: DRU 560, 91.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1975
x,400,432,331,JZ /800x675 - motorized EX,JZ /800x675 - mozgató motorral EX, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1976
,400,432,332,JZ-S: JZ-S/400x345,JZ-S: JZ-S/400x345, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1977
,400,432,333,JZ-S: JZ-S/600x510,JZ-S: JZ-S/600x510, 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1978
,400,432,334,JZ-S: JZ-S/800x675,JZ-S: JZ-S/800x675, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1979
,400,432,335,JZ-S: JZ-S/800x1005,JZ-S: JZ-S/800x1005, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1980
,400,432,336,JZ-S: JZ-S/1000x510,JZ-S: JZ-S/1000x510, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1981
,400,432,337,JZ-S: JZ-S/1000x1005,JZ-S: JZ-S/1000x1005, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1982
,400,432,338,JZ-S: JZ-S/1200x675,JZ-S: JZ-S/1200x675, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1983
,400,432,339,JZ-S: JZ-S/1800x675,JZ-S: JZ-S/1800x675, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1984
,400,432,340,JZ-S: JZ-S/2000x675- motorized,JZ-S: JZ-S/2000x675- mozgató motorral, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1985
,400,432,341,JZ-S: JZ-S/2000x840 - motorized,JZ-S: JZ-S/2000x840 - mozgató motorral, 10.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1986
,400,432,342,JZ-S: JZ-S/1200x1335 - motorized,JZ-S: JZ-S/1200x1335 - mozgató motorral, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1987
,400,432,343,JZ-S: JZ-S/2000x1070 - motorized,JZ-S: JZ-S/2000x1070 - mozgató motorral, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1988
,400,432,344,JZ-S: JZ-S/2000x1335 - motorized,JZ-S: JZ-S/2000x1335 - mozgató motorral, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1989
x,400,432,345,Pressure release damper - EX 1600x1665,"Automata túlnyomás kibocsátó zsalu, robbanásbiztos kivitelben 
1600x1665", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1990
,400,432,49,"SCHAKO ICM-RP-1 microprocessor controlled room presure regulator with fast NMQ24 step motor (0.5° steps 4s runtime) installed on butterly valve or damper, complete automation and motorised damper. Wall mounted graphic LCD display and keyboard to display actual pressure values, and for programming. Room over- or underpressure is freelly programmable between -50 and +50Pa. Room pressure can be set according to daytime or operation routine from the building managmenet system. With door contact switch signal input. The alarm sound signal with the setting of low/high pressure limit will warn the occupants to close the doors or to  eliminate unwanted depressurization. Alarm postponint is freely programmable between 0-240s. The alarm releases a relay contact signal towards the building management system. With 230VAC supply voltagel, integrated differential pressure sensor in the instrument housing, mipolán pipe connections. Butterfly valve from galvanized steel sheet, installable on duct end.

ICM-RP-1-E4 / DK-160","SCHAKO ICM-RP-1 mikroprocesszor vezérlésű helyiség nyomás szabályzó gyorsfutású NMQ24 léptetőmotorral (0.5° lépésközzel 4s futásidő ) felszerel pillangószelep vagy zsaluval kompletten automatikával és motoros szeleppel.  Fali grafikus LCD kijelzővel és tasztatúrával az aktuális nyomásérték megjelentésére és a programozásra. A helyiségnyomás vagy helyiség depresszió értéke szabadom programozható -50Pa - +50 Pa érték között. A helyiségnyomást értéke épületfelügyeleti rendszerről átállítható napszaknak vagy üzemvitelnek megfelelően. Ajtónyitás érzékelő fogadásra alkalmas kivitelben. Riasztási alsó és felső nyomásérték beállításával a berendezés hangjelzéssel figyelmezteti a dolgozókat az ajtók zárására vagy a helyiség nem várt légtömörtelenségének megszüntetésére. Riasztási késleltetés 0-240s között szabadon programozható. A riasztási jelzések relé kontaktus formájában kiadásra kerülnek az épületfelügyeleti rendszer felé. 230VAC tápfeszültséggel, integrált  differenciál nyomás szenzorral a készülékházban, mipolán cső csatlakozássokkal. Pillangószelep horganyzott acéllemezből, csővégbe építhető kivitelben.

ICM-RP-1-E4 / DK-160", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1991
,400,432,346,"SCHAKO ICM-RP-1 microprocessor controlled room presure regulator with fast NMQ24 step motor (0.5° steps 4s runtime) installed on butterly valve or damper, complete automation and motorised damper. Wall mounted graphic LCD display and keyboard to display actual pressure values, and for programming. Room over- or underpressure is freelly programmable between -50 and +50Pa. Room pressure can be set according to daytime or operation routine from the building managmenet system. With door contact switch signal input. The alarm sound signal with the setting of low/high pressure limit will warn the occupants to close the doors or to  eliminate unwanted depressurization. Alarm postponint is freely programmable between 0-240s. The alarm releases a relay contact signal towards the building management system. With 230VAC supply voltagel, integrated differential pressure sensor in the instrument housing, mipolán pipe connections. Butterfly valve from galvanized steel sheet, installable on duct end.

ICM-RP-1-E4 / DK-250","SCHAKO ICM-RP-1 mikroprocesszor vezérlésű helyiség nyomás szabályzó gyorsfutású NMQ24 léptetőmotorral (0.5o lépésközzel 4s futásidő ) felszerel pillangószelep vagy zsaluval kompletten automatikával és motoros szeleppel.  Fali grafikus LCD kijelzővel és tasztatúrával az aktuális nyomásérték megjelentésére és a programozásra. A helyiségnyomás vagy helyiség depresszió értéke szabadom programozható -50Pa - +50 Pa érték között. A helyiségnyomást értéke épületfelügyeleti rendszerről átállítható napszaknak vagy üzemvitelnek megfelelően. Ajtónyitás érzékelő fogadásra alkalmas kivitelben. Riasztási alsó és felső nyomásérték beállításával a berendezés hangjelzéssel figyelmezteti a dolgozókat az ajtók zárására vagy a helyiség nem várt légtömörtelenségének megszüntetésére. Riasztási késleltetés 0-240s között szabadon programozható. A riasztási jelzések relé kontaktus formájában kiadásra kerülnek az épületfelügyeleti rendszer felé. 230VAC tápfeszültséggel, integrált  differenciál nyomás szenzorral a készülékházban, mipolán cső csatlakozássokkal. Pillangószelep horganyzott acéllemezből, csővégbe építhető kivitelben.

ICM-RP-1-E4 / DK-250", 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1992
,,,,total,összesen,,,,,,,0,,IGAZ,IGAZ,HAMIS,!!!,,1993
,400,434,,Air terminals,Anemosztátok,,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1994
,400,434,1,"PUSH-4-W270-AW -560mm
Industrial displacement diffuser. Throw direction can be set from horizontal to vertical. Supply air temperature difference : between -10K°and +25K°. Perfored supply casing amd adjustable baffle plates from galvanized steel sheet. Upper and lower plate individually adjusted by hand, via a chain(-2). Can be mounted on wall or column (-W), 270° direction angle type. Chain fixing on wall or column (-AW) Motorized base plate opening / closing   Nominal airflow: 2800 m³/h
Complete with installation","PUSH-4-W270-AW -560mm
Kiszorításos ipari befúvóelem. A vízszintestől a függőlegesig állítható befúvási iránnyal. Befúvási  hőmérséklet különbség: -10Ko<dTo<+25Ko. Perforált befúvó köpeny és az állítható torlótárcsák horganyzott acéllemezből. Felső és alsó tárcsák egyenként láncal állítható(-2).Falra vagy pillérre építhető (-W), 270 fokos irányban befúvó kivitel. Beállítólánc rögzítése falon vagy pilléren (-AW) Alsó pillangólap motorosan nyitható zárható. 2800 m³/h
Tartózással", 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1995
,400,434,2,"PUSH-4-W270-AW -560mm
Industrial displacement diffuser. Throw direction can be set from horizontal to vertical. Supply air temperature difference : between -10K°and +25K°. Perfored supply casing amd adjustable baffle plates from galvanized steel sheet. Upper and lower plate individually adjusted by hand, via a chain(-2). Can be mounted on wall or column (-W), 270° direction angle type. Chain fixing on wall or column (-AW) Motorized base plate opening / closing   Nominal airflow: 3110 m³/h
Complete with installation","PUSH-4-W270-AW -560mm
Kiszorításos ipari befúvóelem. A vízszintestől a függőlegesig állítható befúvási iránnyal. Befúvási  hőmérséklet különbség: -10Ko<dTo<+25Ko. Perforált befúvó köpeny és az állítható torlótárcsák horganyzott acéllemezből. Felső és alsó tárcsák egyenként láncal állítható(-2).Falra vagy pillérre építhető (-W), 270 fokos irányban befúvó kivitel. Beállítólánc rögzítése falon vagy pilléren (-AW) Alsó pillangólap motorosan nyitható zárható. 3110 m³/h
Tartózással", 36.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1996
,400,434,3,"PUSH-4-W270-AW -560mm
Industrial displacement diffuser. Throw direction can be set from horizontal to vertical. Supply air temperature difference : between -10K°and +25K°. Perfored supply casing amd adjustable baffle plates from galvanized steel sheet. Upper and lower plate individually adjusted by hand, via a chain(-2). Can be mounted on wall or column (-W), 270° direction angle type. Chain fixing on wall or column (-AW) Motorized base plate opening / closing   Nominal airflow: 3500 m³/h
Complete with installation","PUSH-4-W270-AW -560mm
Kiszorításos ipari befúvóelem. A vízszintestől a függőlegesig állítható befúvási iránnyal. Befúvási  hőmérséklet különbség: -10Ko<dTo<+25Ko. Perforált befúvó köpeny és az állítható torlótárcsák horganyzott acéllemezből. Felső és alsó tárcsák egyenként láncal állítható(-2).Falra vagy pillérre építhető (-W), 270 fokos irányban befúvó kivitel. Beállítólánc rögzítése falon vagy pilléren (-AW) Alsó pillangólap motorosan nyitható zárható. 3500 m³/h
Tartózással", 16.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1997
,400,434,4,"PUSH-4-W270-AW -560mm
Industrial displacement diffuser. Throw direction can be set from horizontal to vertical. Supply air temperature difference : between -10K°and +25K°. Perfored supply casing amd adjustable baffle plates from galvanized steel sheet. Upper and lower plate individually adjusted by hand, via a chain(-2). Can be mounted on wall or column (-W), 270° direction angle type. Chain fixing on wall or column (-AW) Motorized base plate opening / closing   Nominal airflow: 3690 m³/h
Complete with installation","PUSH-4-W270-AW -560mm
Kiszorításos ipari befúvóelem. A vízszintestől a függőlegesig állítható befúvási iránnyal. Befúvási  hőmérséklet különbség: -10Ko<dTo<+25Ko. Perforált befúvó köpeny és az állítható torlótárcsák horganyzott acéllemezből. Felső és alsó tárcsák egyenként láncal állítható(-2).Falra vagy pillérre építhető (-W), 270 fokos irányban befúvó kivitel. Beállítólánc rögzítése falon vagy pilléren (-AW) Alsó pillangólap motorosan nyitható zárható. 3690 m³/h
Tartózással", 32.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,1998
,,,,"Colour and shape of visible elements should be co-ordinated with the client, and ordered accordingly! Installation of following elements require the clients approval!!","A látható elemek színeit és formáját egyezetetni kell a beruházóval, a beruházó igényének megfelelő színben kell megrendelni! Csak a beruzházó bele egyezésével építhetőek be az alábbiakban kiírt elemek!",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,1999
,,,,"Indoor grilles, air terminals
Schako, Lindab codes below have the following meanings:
""KG"" - Rectangular  aluminium  grille  with  adjustable  hori-
zontal  bars with volume regulator GAT.
""WDA"" - Supply nozzles with adjustable motor. 
""SVZ"" - valve for supply air""
""SVA"" - valve for exhaust air""
""DQJ"" - square perforated air terminal for exhaust air.
""DQJ"" - square perforated air terminal with swirl inlay.
""ALA"" -  Louvred grille, with a water stop at the rear edge, drip  nose and bird netting.  
""LTD"" - Lindab slot diffuser
Exhaust outlet: exhaust air stud, standard 45° chamfer, with bird protection net","Beltéri rácsok, anemosztátok
Schako, Lindab a lenti kódok jelentései az alábbiak:
""KG"" - négyszögletes alumínium rács, állítható vízszintes lamellákkal, GAT szabályzás
""WDA"" - állítható sugárfúvóka, motorral.
""SVZ"" - légszelep befúvásra.
""SVA"" - Légszelep elszívásra.
""DQJ"" - négyzet alakú perforált anemosztát elszívásra.
""DQJ"" - négyzet alakú anemosztát perforált frontlappal és integrált rotációs betéttel.
""ALA' - esővédő fixzsalu, hátsó részén kialakított vízelvezetővel, csepegtetővel és madárhálóval (beépítés építész konszignáció alapján)
Lindab ""LTD"" résbefúvó
Kifúvófej: beömlőnyílás: standard 45°-os fejjel, védőhálóval szerelve",,,,,,,,,IGAZ,IGAZ,IGAZ,0,,2000
,400,434,5,Sugárfúvóka WDA-W-SK-200 - 1400m³/h ø400,Long range nozzles WDA-W-SK-200 - 1400m³/h ø400, 6.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2001
,400,434,6,ALA 400x700,ALA 400x700 , 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2002
,400,434,7,ALA 1500x800,ALA 1500x800, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2003
,400,434,8,DQJ-Q-SR-A-310,DQJ-Q-SR-A-310, 9.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2004
,400,434,9,DQJ-Q-SR-A-400 ,DQJ-Q-SR-A-400 , 10.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2005
,400,434,10,DQJ-Q-SR-A-500,DQJ-Q-SR-A-500, 32.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2006
,400,434,11,DQJ-Q-SR-A-600,DQJ-Q-SR-A-600, 12.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2007
,400,434,12,DQJ-Q-SR-Z-400,DQJ-Q-SR-Z-400, 20.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2008
,400,434,13,DQJ-Q-SR-Z-500,DQJ-Q-SR-Z-500, 21.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2009
,400,434,14,DQJ-Q-SR-Z-600,DQJ-Q-SR-Z-600, 54.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2010
,400,434,15,KG-Q-08-0315-065,KG-Q-08-0315-065, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2011
,400,434,16,KG-Q-08-0315-115,KG-Q-08-0315-115, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2012
,400,434,17,KG-Q-08-0315-165,KG-Q-08-0315-165, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2013
,400,434,18,KG-Q-08-0315-215,KG-Q-08-0315-215, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2014
,400,434,19,KG-Q-08-0415-065,KG-Q-08-0415-065, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2015
,400,434,20,KG-Q-08-0415-165,KG-Q-08-0415-165, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2016
,400,434,21,KG-Q-08-0415-215,KG-Q-08-0415-215, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2017
,400,434,22,KG-Q-08-0415-315,KG-Q-08-0415-315, 6.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2018
,400,434,23,KG-Q-08-0515-115,KG-Q-08-0515-115, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2019
,400,434,24,KG-Q-08-0515-315,KG-Q-08-0515-315, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2020
,400,434,25,KG-Q-08-0815-315,KG-Q-08-0815-315, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2021
,400,434,26,KG-Q-08-1015-315,KG-Q-08-1015-315, 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2022
,400,434,27,LTD-25-1500 'ø125,LTD-25-1500 'ø125, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2023
,400,434,28,SVA 'ø100,SVA 'ø100, 9.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2024
,400,434,29,SVA 'ø150,SVA 'ø150, 37.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2025
,400,434,30,SVA 'ø160,SVA 'ø160, 17.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2026
,400,434,31,SVA 'ø200,SVA 'ø200, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2027
,400,434,32,SVZ 'ø100,SVZ 'ø100, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2028
,400,434,33,SVZ 'ø200,SVZ 'ø200, 18.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2029
,400,434,34,"ø80 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø80, 6.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2030
,400,434,35,"ø100 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø100, 6.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2031
,400,434,36,"ø160 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø160, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2032
,400,434,37," ø200 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø200, 2.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2033
,400,434,38,"ø250 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø250, 6.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2034
,400,434,39,"ø300 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø300, 7.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2035
,400,434,40,"ø450 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej ø450, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2036
,400,434,41,"900x2000 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 900x2000, 3.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2037
,400,434,42,"2200x2000 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 2200x2000, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2038
,400,434,43,"2460x1465 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 2460x1465, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2039
,400,434,44,"2460x1465 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 2460x1465, 4.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2040
,400,434,45,"2155x1200 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 2155x1200, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2041
,400,434,46,"2155x1770 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 2155x1770, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2042
,400,434,47,"1545x1200 - exhaust air stud, standard 45° chamfer, with bird 
protection net",Kifúvófej 1545x1200, 1.00    ,pc/db,,0,0,0,0,,HAMIS,HAMIS,HAMIS,0,,2043
